relation_id,record_id,source_row,产业园名称,原始产业,standard_chain,stage,node_id,node_name,relation_scope,confidence,chain_score,node_score,matched_name_terms,matched_intro_terms,match_reason,candidate_nodes
rel-0014681,park-007925,7926,山东省临沂市平邑县明源物流园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014682,park-007926,7927,山东新动智能科技孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014683,park-007926,7927,山东新动智能科技孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014684,park-007926,7927,山东新动智能科技孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014685,park-007926,7927,山东新动智能科技孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014686,park-007926,7927,山东新动智能科技孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014687,park-007927,7928,山东亿同天物流园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014688,park-007927,7928,山东亿同天物流园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014689,park-007927,7928,山东亿同天物流园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014690,park-007927,7928,山东亿同天物流园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014691,park-007927,7928,山东亿同天物流园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014692,park-007928,7929,山海关长城文化产业园区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014693,park-007928,7929,山海关长城文化产业园区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014694,park-007928,7929,山海关长城文化产业园区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014695,park-007928,7929,山海关长城文化产业园区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014696,park-007928,7929,山海关长城文化产业园区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014697,park-007929,7930,山西动漫游戏产业发展基地,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014698,park-007929,7930,山西动漫游戏产业发展基地,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014699,park-007929,7930,山西动漫游戏产业发展基地,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014700,park-007929,7930,山西动漫游戏产业发展基地,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014701,park-007929,7930,山西动漫游戏产业发展基地,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014702,park-007929,7930,山西动漫游戏产业发展基地,电子信息,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,产业节点,中,50,36,动漫游戏、动漫、游戏,,园区名称关键词:动漫游戏；名称节点词:动漫、游戏,
rel-0014703,park-007930,7931,山西广电产业发展园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014704,park-007930,7931,山西广电产业发展园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014705,park-007930,7931,山西广电产业发展园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014706,park-007930,7931,山西广电产业发展园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014707,park-007930,7931,山西广电产业发展园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014708,park-007931,7932,尚建园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014709,park-007931,7932,尚建园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014710,park-007931,7932,尚建园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014711,park-007931,7932,尚建园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014712,park-007931,7932,尚建园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014713,park-007932,7933,社科技孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014714,park-007932,7933,社科技孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014715,park-007932,7933,社科技孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014716,park-007932,7933,社科技孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014717,park-007932,7933,社科技孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014718,park-007933,7934,深圳大学工业设计特色学院,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014719,park-007933,7934,深圳大学工业设计特色学院,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014720,park-007933,7934,深圳大学工业设计特色学院,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014721,park-007933,7934,深圳大学工业设计特色学院,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014722,park-007933,7934,深圳大学工业设计特色学院,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014723,park-007934,7935,深圳市龙岗区华特第三工业区,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014724,park-007934,7935,深圳市龙岗区华特第三工业区,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014725,park-007934,7935,深圳市龙岗区华特第三工业区,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014726,park-007934,7935,深圳市龙岗区华特第三工业区,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014727,park-007934,7935,深圳市龙岗区华特第三工业区,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014728,park-007935,7936,深圳艺立方手信文化产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014729,park-007935,7936,深圳艺立方手信文化产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014730,park-007935,7936,深圳艺立方手信文化产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014731,park-007935,7936,深圳艺立方手信文化产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014732,park-007935,7936,深圳艺立方手信文化产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014733,park-007936,7937,十堰高新技术创业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014734,park-007936,7937,十堰高新技术创业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014735,park-007936,7937,十堰高新技术创业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014736,park-007936,7937,十堰高新技术创业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014737,park-007936,7937,十堰高新技术创业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014738,park-007936,7937,十堰高新技术创业园,电子信息,基础设施与城市建设产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,基础设施,简介关键词:基础设施,node-007:规划设计、建材与工程准备；node-008:基础设施建设与房地产开发；node-009:城市运营、公用事业与物业服务
rel-0014739,park-007937,7938,十堰市文化产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014740,park-007937,7938,十堰市文化产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014741,park-007937,7938,十堰市文化产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014742,park-007937,7938,十堰市文化产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014743,park-007937,7938,十堰市文化产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014744,park-007938,7939,寿光德邦工业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014745,park-007938,7939,寿光德邦工业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014746,park-007938,7939,寿光德邦工业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014747,park-007938,7939,寿光德邦工业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014748,park-007938,7939,寿光德邦工业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014749,park-007938,7939,寿光德邦工业园,电子信息,绿色环保与资源循环产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,循环经济,简介关键词:循环经济,node-031:环保装备、监测与资源回收基础；node-032:污染治理与节能降碳服务；node-033:园区、市政与企业绿色运营
rel-0014750,park-007939,7940,寿县春升科技企业孵化器,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014751,park-007939,7940,寿县春升科技企业孵化器,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014752,park-007939,7940,寿县春升科技企业孵化器,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014753,park-007939,7940,寿县春升科技企业孵化器,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014754,park-007939,7940,寿县春升科技企业孵化器,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014755,park-007940,7941,舒城联科电子产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014756,park-007940,7941,舒城联科电子产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014757,park-007940,7941,舒城联科电子产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014758,park-007940,7941,舒城联科电子产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014759,park-007940,7941,舒城联科电子产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014760,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014761,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014762,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014763,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014764,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014765,park-007941,7942,水滴iRENA体育文化创意产业园,电子信息,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,产业节点,中,50,18,文化创意、文化创意,,园区名称关键词:文化创意；名称节点词:文化创意,
rel-0014766,park-007942,7943,丝路协创中心,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014767,park-007942,7943,丝路协创中心,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014768,park-007942,7943,丝路协创中心,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014769,park-007942,7943,丝路协创中心,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014770,park-007942,7943,丝路协创中心,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014771,park-007943,7944,四川经开豆萁科技产业园,电子信息,新一代信息基础设施产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-028:通信与算力硬件设备；node-029:5G网络、数据中心与云边平台；node-030:云网算服务与行业数字化支撑
rel-0014772,park-007943,7944,四川经开豆萁科技产业园,电子信息,半导体与集成电路产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-046:半导体材料与制造设备；node-047:芯片设计、制造、封测与集成电路；node-048:电子终端、汽车与工业芯片应用
rel-0014773,park-007943,7944,四川经开豆萁科技产业园,电子信息,智能物联与消费电子产业链,待细分,,,产业链级（候选节点待复核）,低,34,0,,,产业标签:电子信息宽口径候选,node-016:传感器、芯片模组与基础器件；node-017:智能终端、家电与物联平台；node-018:智慧家庭、行业物联与消费场景
rel-0014774,park-007943,7944,四川经开豆萁科技产业园,电子信息,新型显示与虚拟现实产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-052:显示材料、光学器件与核心部件；node-053:显示面板、终端与VR设备制造；node-054:沉浸式内容、行业应用与消费场景
rel-0014775,park-007943,7944,四川经开豆萁科技产业园,电子信息,软件与数字安全产业链,待细分,,,产业链级（候选节点待复核）,低,32,0,,,产业标签:电子信息宽口径候选,node-055:基础软件、密码与可信技术；node-056:应用软件、区块链平台与安全产品；node-057:政企数字化、可信流通与安全运营
rel-0014776,park-007943,7944,四川经开豆萁科技产业园,电子信息,高端装备与智能制造产业链,待细分,,,产业链级（候选节点待复核）,低,30,0,,装备制造,简介关键词:装备制造,node-004:关键基础件与工业母机；node-005:高端装备制造与激光加工；node-006:行业智能制造应用与运维
