node_id,standard_chain,stage,node_name,node_description,mapped_standard_segments,mapped_original_folders,source_company_count_sum,mapping_type,original_fields_available,original_node_samples
node-041,机器人产业链,中游,机器人本体制造与系统集成,覆盖工业机器人、人形机器人本体和系统集成。,机器人综合、机器人补充清单、工业机器人、人形机器人,机器人；机器人产业链企查查；工业机器人；人形机器人,39862,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、资质、通信地址、邮箱,机器人产业链企查查:-、AGV、MEMS传感器、SCARA机器人、上下料机器人、人工智能芯片、人机界面、伺服电机、位移传感器、倾角传感器
node-042,机器人产业链,下游,工业、服务与特种场景应用,覆盖制造、服务、巡检、教育等机器人应用场景。,机器人综合、机器人补充清单、工业机器人、人形机器人,机器人；机器人产业链企查查；工业机器人；人形机器人,39862,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、资质、通信地址、邮箱,机器人产业链企查查:-、AGV、MEMS传感器、SCARA机器人、上下料机器人、人工智能芯片、人机界面、伺服电机、位移传感器、倾角传感器
node-043,人工智能产业链,上游,数据、算力与模型基础,覆盖AI训练数据、算力基础、算法模型和基础平台。,人工智能,人工智能产业链企查查,22251,标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,人工智能产业链企查查:ASIC(特殊应用IC)、CPU芯片、GPU(图形处理器)、IDC服务、云计算服务、人工智能开放平台、传感器、垂直大模型、复杂可编程逻辑器件(FPGA)、数据管理
node-044,人工智能产业链,中游,智能感知、语音视觉与平台工具,覆盖智能视觉、语音识别、算法平台和AI工具链。,人工智能、智能视觉、智能语音识别,人工智能产业链企查查；智能视觉；智能语音识别,33975,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、资质、通信地址、邮箱,人工智能产业链企查查:ASIC(特殊应用IC)、CPU芯片、GPU(图形处理器)、IDC服务、云计算服务、人工智能开放平台、传感器、垂直大模型、复杂可编程逻辑器件(FPGA)、数据管理
node-045,人工智能产业链,下游,行业智能化应用与AI服务,覆盖工业、教育、医疗、政务等AI应用和服务。,人工智能、智能视觉、智能语音识别,人工智能产业链企查查；智能视觉；智能语音识别,33975,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、资质、通信地址、邮箱,人工智能产业链企查查:ASIC(特殊应用IC)、CPU芯片、GPU(图形处理器)、IDC服务、云计算服务、人工智能开放平台、传感器、垂直大模型、复杂可编程逻辑器件(FPGA)、数据管理
node-046,半导体与集成电路产业链,上游,半导体材料与制造设备,覆盖硅材料、光刻胶、靶材、设备和工艺装备。,半导体材料、半导体设备,半导体材料产业链企查查；半导体设备产业链企查查,2338,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,半导体材料产业链企查查:MO源、光刻掩膜版、光刻胶、光刻胶专用化学品、其他半导体制造材料、其他半导体基体材料、化学机械抛光液、半导体切割材料、半导体测试探针、半导体硅材料；半导体设备产业链企查查:CMP设备、IC切筋成型机、LED固晶机、光刻机、其他半导体制造设备、其他半导体封测设备、其他半导体材料生产设备、刻蚀设备、半导体塑封机、半导体尾气处理设备
node-047,半导体与集成电路产业链,中游,芯片设计、制造、封测与集成电路,覆盖芯片设计、晶圆制造、封装测试和集成电路产品。,半导体、集成电路,半导体产业链企查查；集成电路产业链企查查,32009,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,半导体产业链企查查:-、CMP抛光材料、CMP设备、EDA软件、传感器、光刻掩膜版、光刻机、光刻胶、光通信器件、刻蚀设备；集成电路产业链企查查:-、CMP设备、EDA软件(电子设计自动化)、IC切筋成型机、光刻掩膜版、光刻机、光刻胶、光刻胶专用化学品、刻蚀设备、化学机械抛光液
node-048,半导体与集成电路产业链,下游,电子终端、汽车与工业芯片应用,覆盖消费电子、汽车电子、工业控制和通信终端应用。,半导体、集成电路,半导体产业链企查查；集成电路产业链企查查,32009,标准链推导,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,半导体产业链企查查:-、CMP抛光材料、CMP设备、EDA软件、传感器、光刻掩膜版、光刻机、光刻胶、光通信器件、刻蚀设备；集成电路产业链企查查:-、CMP设备、EDA软件(电子设计自动化)、IC切筋成型机、光刻掩膜版、光刻机、光刻胶、光刻胶专用化学品、刻蚀设备、化学机械抛光液
node-049,纺织产业链,上游,纤维原料与纺织材料,覆盖天然纤维、化学纤维、纺织原料和助剂。,纺织,纺织产业链企查查,24699,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,纺织产业链企查查:丝类纺织织物、丝线、丝绸面料、其他家纺品、化纤机械、化纤纺织织物、化纤面料、印染机械、合成纤维纱线、床上用品
node-050,纺织产业链,中游,纺纱织造、印染与面料制造,覆盖纺纱、织造、印染、面料和服装制造。,纺织,纺织产业链企查查,24699,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,纺织产业链企查查:丝类纺织织物、丝线、丝绸面料、其他家纺品、化纤机械、化纤纺织织物、化纤面料、印染机械、合成纤维纱线、床上用品
node-051,纺织产业链,下游,服装家纺、品牌渠道与终端消费,覆盖服装家纺、产业用纺织品、品牌渠道和消费市场。,纺织,纺织产业链企查查,24699,宽口径原始方向拆分,ID、一级分类、七级分类、三级分类、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、六级分类、原文件导入名称、参保人数、参保人数所属年报、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报年份、核准日期、法定代表人、注册号、注册资本、电话、登记机关、登记状态、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、英文名、营业期限、融资上市、通信地址、邮箱,纺织产业链企查查:丝类纺织织物、丝线、丝绸面料、其他家纺品、化纤机械、化纤纺织织物、化纤面料、印染机械、合成纤维纱线、床上用品
node-052,新型显示与虚拟现实产业链,上游,显示材料、光学器件与核心部件,覆盖显示材料、面板核心部件、光学器件和VR关键部件。,新型显示、显示屏、虚拟现实VR,新型显示；显示屏产业链企查查；虚拟现实VR,23556,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、资质、通信地址、邮箱,显示屏产业链企查查:LCD驱动芯片、LED外延片、LED显示器、LED显示屏、LED模组、LED芯片、LED衬底、MO源、Micro LED显示屏、Micro LED显示面板
node-053,新型显示与虚拟现实产业链,中游,显示面板、终端与VR设备制造,覆盖新型显示面板、显示屏、VR/AR终端和整机制造。,新型显示、显示屏、虚拟现实VR,新型显示；显示屏产业链企查查；虚拟现实VR,23556,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、资质、通信地址、邮箱,显示屏产业链企查查:LCD驱动芯片、LED外延片、LED显示器、LED显示屏、LED模组、LED芯片、LED衬底、MO源、Micro LED显示屏、Micro LED显示面板
node-054,新型显示与虚拟现实产业链,下游,沉浸式内容、行业应用与消费场景,覆盖VR内容、教育文旅、工业仿真、消费娱乐和显示应用。,虚拟现实VR、显示屏,虚拟现实VR；显示屏产业链企查查,22382,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、营业期限、融资上市、资质、通信地址、邮箱,显示屏产业链企查查:LCD驱动芯片、LED外延片、LED显示器、LED显示屏、LED模组、LED芯片、LED衬底、MO源、Micro LED显示屏、Micro LED显示面板
node-055,软件与数字安全产业链,上游,基础软件、密码与可信技术,覆盖操作系统、数据库、中间件、密码、区块链底层技术。,国产软件、区块链、网络安全,国产软件产业链企查查；区块链；网络安全产业链企查查,14606,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、通信地址、邮箱,国产软件产业链企查查:BIOS固件、BMC固件、CRM、ERP、OA软件、SAP、人力资源管理软件、关系型数据库、制造执行系统(MES)、制造运营系统(MOM)；网络安全产业链企查查:VPN安全、上网行为管理及流控、主机安全、云安全服务、云抗DDoS、内容安全、办公设施安全、域名安全、威胁检测与捕获、安全事件管理
node-056,软件与数字安全产业链,中游,应用软件、区块链平台与安全产品,覆盖国产软件产品、区块链平台、网络安全产品和服务。,国产软件、区块链、网络安全,国产软件产业链企查查；区块链；网络安全产业链企查查,14606,原始方向+标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、通信地址、邮箱,国产软件产业链企查查:BIOS固件、BMC固件、CRM、ERP、OA软件、SAP、人力资源管理软件、关系型数据库、制造执行系统(MES)、制造运营系统(MOM)；网络安全产业链企查查:VPN安全、上网行为管理及流控、主机安全、云安全服务、云抗DDoS、内容安全、办公设施安全、域名安全、威胁检测与捕获、安全事件管理
node-057,软件与数字安全产业链,下游,政企数字化、可信流通与安全运营,覆盖政企软件应用、数据可信流通、安全运营和合规服务。,国产软件、区块链、网络安全,国产软件产业链企查查；区块链；网络安全产业链企查查,14606,标准链推导,ID、一级分类、七级分类、三级分类、不可用电话、二级分类、五级分类、产业位置、产业关联性、产业链节点、企业(机构)类型、企业地址、企业简介、企业规模、八级分类、公司名称、公司类型、六级分类、其他电话、其他邮箱、原文件导入名称、参保人数、参保人数所属年报、可用电话、四级分类、国标行业中类、国标行业大类、国标行业小类、国标行业门类、官网、实缴资本、成立日期、所属区县、所属城市、所属省份、更多电话、更多邮箱、曾用名、最新年报地址、最新年报年份、核准日期、法定代表人、注册号、注册地址、注册资本、电话、登记机关、登记状态、系统匹配企业名称、纳税人识别号、纳税人资质、组织机构代码、经营范围、统一社会信用代码、网址、英文名、荣誉、营业期限、融资上市、通信地址、邮箱,国产软件产业链企查查:BIOS固件、BMC固件、CRM、ERP、OA软件、SAP、人力资源管理软件、关系型数据库、制造执行系统(MES)、制造运营系统(MOM)；网络安全产业链企查查:VPN安全、上网行为管理及流控、主机安全、云安全服务、云抗DDoS、内容安全、办公设施安全、域名安全、威胁检测与捕获、安全事件管理
